station_id,station_name,lat,lon,population_within_radius,population_density_within_radius,city_average_population_density,residential_density_ratio
ghevra,Ghevra,28.6852384,76.9961591,0.0,0.0,7581.546434751025,0.0
ghitorni,Ghitorni,28.493751,77.1491866,1698.0033369312116,540.4912489182708,7581.546434751025,0.07129036979063498
gokulpuri,Gokulpuri,28.7024752,77.2861253,45333.831816606005,14430.206845818966,7581.546434751025,1.903332911037278
golf_course,Golf Course,28.59778075,77.15981693149558,5005.956465081154,1593.4454326409934,7581.546434751025,0.210174196828397
govind_puri,Govind Puri,28.5443766,77.264266,68455.08362644928,21789.929877836945,7581.546434751025,2.874074579027823
greater_kailash,Greater Kailash,28.5418777,77.2384553,45976.71313859646,14634.842326251433,7581.546434751025,1.9303241696404694
green_park,Green Park,28.5585815,77.2067183,36893.485718346856,11743.561239930295,7581.546434751025,1.5489664728691923
gtb_nagar,GTB Nagar,28.6981317,77.2064113,48769.27111703362,15523.741138529402,7581.546434751025,2.047569222470797
guru_dronacharya,Guru Dronacharya,28.4820212,77.1022685,0.0,0.0,7581.546434751025,0.0
haiderpur,Haiderpur,28.7301214,77.14940289658404,66917.13746342114,21300.38640972666,7581.546434751025,2.8095041813756505
harkesh_nagar_okhla,Harkesh Nagar Okhla,28.5431246,77.2755616,50478.212258301704,16067.713998701243,7581.546434751025,2.119318814042046
hauz_khas,Hauz Khas,28.5442564,77.2067072,38921.06210558062,12388.958848979615,7581.546434751025,1.634093908888189
hazrat_nizamuddin,Hazrat Nizamuddin,28.5887494,77.2572494,14854.253096291139,4728.2556124256525,7581.546434751025,0.6236531891110058
hindon,Hindon,28.878965,77.4154832,0.0,0.0,7581.546434751025,0.0
huda_city_centre,HUDA City Centre,28.4593429,77.0726571,0.0,0.0,7581.546434751025,0.0
iffco_chowk,IFFCO Chowk,28.4723277,77.0724222,0.0,0.0,7581.546434751025,0.0
ina,INA,28.57440755,77.21024148189088,26868.000197839086,8552.350084960226,7581.546434751025,1.1280482364072049
inderlok,Inderlok,28.6517178,77.2219388,211576.81237835748,67346.99106728421,7581.546434751025,8.883015048036945
indira_gandhi_international_airport,Indira Gandhi International Airport,28.55489735,77.08467458266915,1079.0592029002785,343.47521206075953,7581.546434751025,0.04530410979037143
indraprastha,Indraprastha,28.6206019,77.249551,12980.285956759803,4131.75334552927,7581.546434751025,0.5449750101893236
ip_extension,IP Extension,28.6288991,77.31019787919774,57206.089416228606,18209.26381109948,7581.546434751025,2.4017875466191043
ito,ITO,28.6305091,77.2414363,29047.30563026191,9246.044549114451,7581.546434751025,1.2195459895535266
jaffrabad,Jaffrabad,28.6826822,77.2748055,193626.22840592128,61633.14272608546,7581.546434751025,8.129362954710897
jahangirpuri,Jahangirpuri,28.7259717,77.162658,89489.6926086593,28485.453868884757,7581.546434751025,3.7572089169457428
jama_masjid,Jama Masjid,28.65001015,77.23767616659065,166390.18698189195,52963.641480305676,7581.546434751025,6.985862572514202
jamia_millia_islamia,Jamia Millia Islamia,28.55849025,77.28116473551759,63262.42597072702,20137.0556104526,7581.546434751025,2.656061765730502
janakpuri_east,Janakpuri East,28.633021,77.086757,75766.06954456482,24117.088973323596,7581.546434751025,3.1810250297722527
janakpuri_west,Janakpuri West,28.6289502,77.0779235,74103.39332082773,23587.84269378535,7581.546434751025,3.111217862581088
jangpura,Jangpura,28.58245705,77.2415000727384,51793.90095462717,16486.5107178819,7581.546434751025,2.1745577712633652
